title,label,record,style,release_date,comments,rating,description,URL
Felix Da Housecat - Founders Of Filth Volume Three,Founders Of Filth,FOF003,"Electroclash, House, Techno",December 2017,Post a comment,3.4,"Electroclash might be in the dustbin, but its spirit lives on through DJs like Daniel Avery, Erol Alkan and Dave Clarke. New electroclash productions are harder to find, which makes Felix Da Housecat's new EP all the more interesting. One of the chief proponents of the style, the US artist pushes a more house-compatible sound than many of his synth-loving peers, which means you probably hear his tracks more often than you might realise (I once saw DJ Koze send Panorama Bar into meltdown with 2009's ""Kickdrum""). ""Energy,"" the main cut from Founders Of Filth Volume Three, feels straight out of 2005, with an arpeggio synth, a goofy drug-related vocal and a poppy sheen. The vibe is best on the ""Extended Mix,"" where the cosmic mood after the blissful breakdown runs for that little bit longer.  ""Color Of Rayy,"" which comes under Felix Da Housecat's Aphrohead alias, is another highlight. The kind of track you might hear in a Claude VonStroke sunrise set, it's dreamy, catchy and just on the right of cheesy, with nimble percussion and plenty of bleeps and blops. The recurring blast of haze recalls the stoned sound of last year's excellent ""Camile From OHM Makes Me Feel Loved"" by Machine Woman. ""They Just Want 2 B U,"" featuring Jamie Principle, is the EP's mellowest track, a nocturnal groover that kicks at a leisurely 118 BPM.",https://www.residentadvisor.net/reviews/22127
Goldie & Skepta - Upstart,Metalheadz,METASKP1,Drum & Bass,December 2017,1,3.1,"""'Upstart' is for everyone who hates the fake shit, the crass commercial crapola, the fucked-up state of everything. It's pyrotechnic protest music for the hip at heart."" This might be classic Goldie—verbose, unfettered—but you can't help but think that he's shot himself in the foot with this press release. Would ""God Save The Queen"" have riled up so many people if Johnny Rotten had divulged its barbed message beforehand? Probably not. The power of a great protest song is that the music speaks for itself.  ""Upstart (Road Trip)"" is a collaboration between two artists who, for all the transgressive nature of their early output, are now firmly established within mainstream music: Goldie received an MBE in 2016; a year later, Skepta did a a tune with Mick Jagger. ""Upstart"" was never likely to be as raw as the two of them hoped, though it's not a bad record. Goldie's 140-BPM breakbeat, built from live drums and embellished with ghostly strings, hits hard, while Skepta's flow is typically sharp and fluid, if lacking in bite.
 By contrast, ""Poisonous Darts,"" a collaboration between Goldie, newcomer Fraims and the veteran MC DRS, is all about the vocal, with DRS's Northern twang and dark poetry (""Ghost in the mind of a martian / trapped in the body of a Spartan"") giving the track its edge. The instrumental trumps ""Upstart (Road Trip),"" too, as darting drums barrel beneath horn-like sirens and the occasional stroke of what sounds like a sitar. It isn't going to set the world on fire, but then no one said it would.",https://www.residentadvisor.net/reviews/22047
Kosh - Null 212,Casa Voyager,CSV02,Electro,January 2018,9,3.5,"2017 was a big year for electro. As we outlined in our year-end summary, DJ Stingray and Helena Hauff were the stars, but they were just the visible tip of ""a very large iceberg."" There was tons of activity below the surface, spread all over the globe—even in unlikely places like Morocco. The Casablanca label Casa Voyager and its trio of dispersed affiliates, Driss Bennis (OCB), Jonas Bengio (Viewtiful Joe) and Youssef Benjelloun (Kosh), were among the torrent of new electro slingers to emerge in 2017. Starting with a breezy mixtape, In Loving Memory Of Ambition, which also featured hip-hop and drum & bass by Bennis and Bengio (under different aliases), Casa Voyager released their first proper EP last summer, a compilation with contributions from all three friends. Null 212 sees Benjelloun step up for his first full solo outing.
 Compared with his labelmates, Kosh favours a more purist electro sound, and Detroit homage prevails on Null 212. His tracks for Casa Voyager's first EP were deep, warm and dreamy, much like The Other People Place, and a similar vibe props up the B-side here. ""Bug In The System"" is especially luscious, with lullaby overtones and a funky groove. The highlight is ""Null 212."" Spine-tingling AFX acid-like melodies, noodly funk riffs and fidgety breaks combine to make one of the first knockout electro tracks of 2018. Hopefully there's more weird, forward-thinking electro to come.",https://www.residentadvisor.net/reviews/22033
Hodge - Beneath Two Moons,Berceuse Heroique,BH046,Techno,January 2018,5,3.8,"Jacob Martin commented on his hyperactive release schedule in a 2015 interview: ""I just wanted to be really visible for a bit."" Almost three years later, he's still one of the most ubiquitous artists on the UK scene. In 2017 he played out almost every weekend while finding time to release four EPs. He has a distinctive sound but continues to experiment, like on his 2016 ambient release or last year's unhinged collaboration with Peder Mannerfelt. Martin's latest for Berceuse Heroique signals another departure, adopting a more measured pace and laying on synths thick with '80s flavour.
 The A-side contains the record's darker club material. ""Beneath Two Moons"" plays like Tessela's ""With Patsy,"" albeit straightened out and slowed to a menacing crawl. With echoing screams and a satisfied exhale, vocals give it a sensuous gloss, while the fizzing synth lead pushes the tension to breaking point. ""There Is A Storm Coming In"" is more boisterous, anchored to martial drums and a serrated bassline. Martin's attention to sound design shines on the B-side. The central melody on the airy house cut, ""Don't Hold Your Breath,"" and ""All Is Not Lost""'s stark bassline show how deftly he textures his productions, which pull sounds out of shape and twist them. It gives every element a unique character.",https://www.residentadvisor.net/reviews/22044
Tropical Interface - Orchid,Hyperboloid Records,HYPR056,"Experimental Club, Eco-Grime",December 2017,5,4.1,"I was floored when I heard ""New Combat Drone."" from the Russian producer Tropical Interface.Here was an artist with a style of experimental club music that felt harder, more agile and more dynamic than most, and I had never heard of him before. He is part of a loose collective of producers who describe their music as ""eco-grime,""—futuristic dance music concerned with an ecological utopia.
 That doesn't mean nature samples. This music is more like a terrarium: artificial material surrounding an idealised representation of nature. More practically, eco-grime means a predilection for bright sounds and melodies amidst the percussive blitz, along with attractive, green-hued imagery. It cuts up grime, Jersey club, ballroom and IDM with blink-and-you'll-miss-it finesse.
 Each of Orchid's seven tracks is strong, but there are a few highlights. ""Extract"" boasts a chaotic drum pattern that makes the quiet moments stand out like the ominous silence in a thriller film, while ""Reserve"" features arpeggiated leads that whirr like they're caught in a cyclone. MIDI flute rubs up against shards of vocal, distant gun cocks and other familiar sounds on ""Planet Genome,"" which is essentially experimental club music thrown into a food processor. ""Amnesia,"" which stretches out the percussive pyrotechnics into a seven-minute epic, proves that Tropical Interface's style isn't just about bluster and attack. Accomplishing a lot in under 30 minutes, this is a club music record that will make your head spin.",https://www.residentadvisor.net/reviews/22036
FaltyDL - Three Rooms,Hypercolour,HYPE068,Breakbeat,January 2018,4,3.2,"Whatever form FaltyDL's music takes—garage, hip-hop, hardcore, and plenty else—you can usually count on finding an appealing tenderness. It's more pronounced when his music wanders from the dance floor, as on his last album, Heaven Is For Quitters, but it was also there on EPs like the excellent Not For Press, which softened AFX-style drums with lotion-like drops of melody. The results on his latest EP, Three Rooms, sometimes show the limits of this tendency to sooth. Take the organ riff on ""Big Room."" It adopts a rowdy pose, but the watery reverb and mulchy low-end dampen its enthusiastic gestures.
 Lustman sounds more at home in the smaller ""rooms."" ""Medium Sized Room""'s synth lead and vocal are pleasingly bright and nimble, but it's not without flaws. The atmospheric intro and outro seem incidental to what's in between, and the track's interplay can feel too orderly. ""Small Room (Fake Smiling Faces)"" plays to Lustman's strengths. The down-pitched sample, from Undisputed Truth's ""Smiling Faces Sometimes,"" and the jarring horn lend an anxiously soulful feel, at which Lustman excels.",https://www.residentadvisor.net/reviews/22041
Redshape - Blink,NonPlus+,NONPLUS044,Techno,January 2018,Post a comment,2.7,"Sebastian Kramer looks to his live sets for inspiration. He's made some of the most powerful tunes in his catalogue by rebuilding tracks from performances. With ""Blink,"" which has been part of his set in some form for over two years, the trend looks to continue. But this time Kramer struggles to translate the dynamism of a live performance onto record.
 The nearly ten-minute track has the makings of an anthem. There's an insistent synth lead, heart-tugging arps and a dramatic breakdown, but as much ground as the track covers, it doesn't feel like it goes anywhere. It stays flat with little in the way of tension or build-up. The ""Tunnel Mix,"" inspired by the Paris club of the same name, doesn't help things, giving ""Blink"" a serviceable big-room makeover without much pizazz. Blink aims for the rafters but never gets off the ground.",https://www.residentadvisor.net/reviews/22040
"Minimum Syndicat, Sunil Sharpe - Joyless Euphoria",Minimum Syndicat,MS009,Techno,January 2018,Post a comment,3.7,"The Parisian duo Minimum Syndicat do '90s rave with a grisly modern twist. They take banging techno back to its filthy acid and electro roots, completing the circle with a nasty paranoia that can only be from this century: hard, dark and sometimes incredibly trippy. A decade ago they launched a self-titled label for their old-meets-new-school sound, inviting a different guest artist on each record. In recent years they've stepped outside the label for releases, so Joyless Euphoria, featuring Sunil Sharpe on the A-side, is their first appearance on Minimum Syndicat in years.
 You can always count on Sharpe to deliver something squiffy, and his two tracks, ""The Tunnel Master"" and ""Rope To String,"" don't disappoint. They're the joyful side of Joyless Euphoria. The first is pleasantly gloopy with fun, bubbling sounds, while the other is a pranging electro-techno track with sombre undertones. Minimum Syndicat's ""Mass Evacuation"" lets a storm of spangled synth notes and acid stabs loose over a barrage of distorted kicks. It's not their most interesting track but it's fearsomely functional. ""Nosebleed"" is a better example of their apocalypse rave aesthetic. Emulating The Mover with an edgy kid of euphoria, it's a chemically induced high that's on the turn—things are about to get bad.",https://www.residentadvisor.net/reviews/22030
Sully - Untitled,Bedouin,BAS002,"UK Bass, Dancehall, Jungle",November 2017,1,3.9,"With ten years and a ton of releases behind him, the British producer Sully is a child of the hardcore continuum. That tendency is probably what linked him to Bastakiya Tapes—the first three vinyl releases on the Bedouin Records sub-label all featured breakbeats of some kind. ""Untitled 01"" is a hard stepper of dirty dancehall fuzz. Distortion touches every element, from the percussion hits to the squelchy bass and siren bleeps, ripples and blares. There's even a background drone that sounds like you haven't quite fully tuned into the right radio frequency, a fun sonic hallucination in the midst of a full-on get-down.  The B-side, ""Stripes On A Tiger Don't Wash Away,"" is meatier. It builds from a piercing, almost melancholy melody to a hardcore rave banger with plenty of bells and whistles, including a ""Mentasm"" hoover. With a mood between euphoria and introspection, that central melody is a thread that evolves throughout the track. These two tunes make an energetic and substantial package.",https://www.residentadvisor.net/reviews/22037
Trancemaster - Neptune's Orb,Transatlantic,TAR003,"Techno, Trance",December 2017,2,3.8,"Transatlantic released three 12-inches last year, and it's as if they were all made for a single DJ set. They hover at intense tempos (somewhere between 135 and 150 BPM), with a retro flex that feels more genuine than most nostalgic rave tracks. The first release, from the Dutch producer Nthng, blended sentimental trance and dub techno, while the second, Europa's Facegrinder EP, conjured crunchy acid lines and electro breaks. Trancemaster's self-titled EP, as the title might suggest, channels the big-room euphoria of '90s trance and progressive house, evened out with a dash of Detroit techno.
 On ""Neptune's Orb"" Trancemaster has the guts to lead with a three-minute build-up before the kick drum hits. It's easy to imagine the warehouse rafters rattling to the rhythm of its melodic bassline, and while you shouldn't rinse it too early in the night, it's bound to have a big effect as a peak-time bomb. ""Nord-Spedition"" is subtler, with a patient 15-minute arc and a warm kick drum that thumps gently instead of knocking you in the face. ""Trance Xode"" would fit right in alongside early Plastikman, with its automaton bassline and 909 banging at 142 BPM. Trancemaster rounds off the record with a hauntingly beautiful ambient number that recalls some of the synth work in Hans Zimmer's soundtrack for Blade Runner 2049. It will come in handy if you're looking for something dramatic to begin a DJ set.",https://www.residentadvisor.net/reviews/22034
Physical Therapy - Time Saving Tips For DJs Vol. 1,Exotic Dance Records,EDR007,"House, Breaks",January 2018,1,3.6,"Daniel Fisher's music is marked by its mood rather its style. His tastes touch dance floors from New York to Berlin, and even his most greyscale techno has a winking sense of humour. That twist makes his discography feel cohesive, even as he jumps all over the map. Time Saving Tips For DJs Vol. 1 collects some of Fisher's potent DJ tools, which are brimming with personality and colour in spite of their functional purpose.  A few of these tunes remind me of Kirk The Flirt & Peter Pressure, a project Fisher aired a couple of years ago to combine his love of fast-paced techno with blissful disco melodies. ""Down Down"" is one of them, with springy drums and a walking bassline looped into a conniption. ""Lunch Break"" is the other highlight, doing for early rave music what ""Down Down"" does for disco, whittling it down into a blunt-force tool. ""Group Think"" has a surprising shift from dub techno drama into piano house frenzy. It might be too silly for some DJs, and the raw ""Love's Theme 2014"" sounds half-finished. But even that ultra-barebones track isn't boring.",https://www.residentadvisor.net/reviews/22032
Mor Elian - Fairplex Drive,Radio Matrix,RAMX11,Electro,December 2017,2,4.0,"A DJ before she was a producer, Mor Elian's tracks have tended towards the utilitarian. Last year, on releases for Delft and Fever AM, the Israeli artist injected more personality and pungent mood into her minimalist productions. Like the Delft record, Elian's latest—and best—EP focusses on electro. But where Miracle Mind Program had a lighter sway, Fairplex Drive is linear and angst-filled. Its four tracks are ""inspired by the adventures of two ancient souls travelling for four days on planet earth."" Rainforests and cityscapes are implied, but mostly Elian seems to linger in the deserts of her sometime home, California, and their alien landscapes with hints of the extraterrestrial. One moment we're coasting down ""Gamma Gulch,"" the walls closing steadily in while the starscape above—a Terrence Dixon-style canopy of flickering arps—is obscured by ever darker clouds. And then the landscape opens out onto ""Starlight Mesa,"" a broad expanse marked by stark lead lines and roaming chords.
 These two tracks form the EP's central drama, and the latter one hints at a stronger emotion—determination, maybe. The rest of the record remains creepily ambiguous. On ""Fairplex Drive"" and ""Ruby,"" laser-sharp lead lines wriggle like glowworms over pristine drums and chord hush. These tracks haven't lost the DJ-malleability of Elian's past records, but they're as fresh as anything.",https://www.residentadvisor.net/reviews/21916
Catharsis - A Purging of Demons,Zhark Recordings Berlin,ZHARK029,Techno,January 2018,2,3.5,"Since rebooting a few years back, Zhark Recordings has become a go-to label for murky, introspective techno. It releases music made for dance floors without being beholden to them. The label's boss, Kareem, has turned in some of the best electronic soundscapes of his career, while longtime alley David Foster, AKA Huren, debuted another pulverising techno alias, MRTVI. There have also been new signings through Manchester's Casual Violence and the Canadian duo Stärker. Catharsis is a box-fresh collaboration between two solo producers that, like the music of Casual Violence and Stärker, ploughs the rich grey zone between industrial techno and dark ambient.  Lurking at around 120 BPM and laden with gothic, pseudo-mystic titles, A Purging Of Demons is a solemn record that shouldn't be consumed casually. (No Zhark record should, for that matter.) This is pure techno, purged of hedonistic excess, with results as austere and grimly unforgiving as that sounds. The slow concrete grind of tracks like ""Bringing Forth The Hellchild"" wear into submission, and even after a single listen the record leaves you drained. It's intentional, though. Catharsis are here to contest and to challenge, not to stupefy. The flash of a melody in ""Summoning The Black Tongue"" offers one of very few palliative moments, while the lead track, ""Perception Through The Circle,"" offers a few more hooks. For a lighter but no less heady morsel, skip to Kareem's digital-only remix. A Purging of Demons isn't for everybody, but everybody should hear it.",https://www.residentadvisor.net/reviews/22031
Omar-S - Tap Dat Ass,FXHE Records,AOS808,House,December 2017,15,3.0,"From his ""Ricardo Willawobo"" moment, to his stone-faced DJ appearances, to track titles like ""You Silk Suit Wearin Mulafuk'ka"" or ""Here's Your Trance, Now Dance!!,"" Alex O. Smith has an unfiltered quality to his persona that's most often passed for charisma. On his latest EP, though, it feels more like a liability. In isolation, the name Tap Dat Ass might be redeemed by the title track's tap dancing samples. But combined with other bits on the cover—most notably the text ""I GOTTA BIG DICK 2 MUTHAFUKKA!"" next to a random mug shot—it makes him seem less like a mysterious bad boy and more like a creep, or even the ""Annoying Mumbling Alkaholik"" he skewered in another title.
 The music is more polite—too much so, in fact. The title track has all the hallmarks of classic Omar-S: plodding beat, white-hot hi-hats, a general feeling of being bashed out in one take. The tap dancing, sampled along with its original soundtrack, makes for a decent hook, especially when Smith starts chopping it up, Soundstream-style. ""Odawa,"" meanwhile, could use a hook—its stripped-back disco-house arrangement is nice enough but it seems to set the stage for something that never arrives. As with a lot of his music over the past few years (setting aside his killer LP, The Best!), this record has the ingredients of Smith's best music but not the personality.",https://www.residentadvisor.net/reviews/22035
Hank Jackson - Untitled,anno,ANNO001,"Techno, Ambient",December 2017,9,4.0,"Along with compatriots Anthony Naples and Huerco S., Hank Jackson was at the crest of the deluge of scuzzy house coming from New York around 2013. Initial missives for Mister Saturday Night and Proibito were built around suitably deteriorated stompers, but there was always an extra dosage of quirk in his work. Where many contemporaries used saturation as an aesthetic cloak, Jackson juxtaposed grizzled textures with flair and nuance. Although his early work showed much promise, in the intervening years he's kept his head down and refined his craft.  The wait appears to have paid off. ""Gacx"" feels like a Timedance production that's been left in the oven but the structure is as tracky as a minimal record. It touches on the rhythmic dexterity of ""Chicken Fried Shrimp"" and ""Mongoos"" but there's more air in the mix, retaining his signature overheated aesthetic while suggesting wider spaces than usual. The criss-crossing beat seems to turn inside-out while sizzling effects create a dynamic energy that makes the track feel like it's breathing. The minor-key pad behind it all produces a sense of resigned melancholy that's perfect for the tail-end of an intense set.  While some might overlook the B-side, its two beatless tracks foreground Jackson's knack for unique textures. At full volume, ""Snake Pit"" can stand toe-to-toe with a noisy Tim Hecker production, while ""oebbbbbbb"" conjures the calm warmth of amniotic fluid, the trickling and bubbling of water and the slush of seafoam. Jackson seems to deliberately be sidestepping the limelight with this low-key release but it's his most mature record by a clear margin.",https://www.residentadvisor.net/reviews/22014
Jensen Interceptor & Assembler Code ‎- 6th Element,Boysnoize Records,BNR172,Electro,December 2017,1,3.6,"Since 2012, the Australian producer Jensen Interceptor, AKA Mikey Melas, has been plying his trade on the local Motorik label. Melas's work hasn't gone unnoticed, with recent appearances on international labels Space Factory, Central Processing Unit and Zone. This time Melas teams up with another Australian producer, Assembler Code. They're partners in the lo-fi house project Anthony Fade, having released on labels like Lost Palms and Shall Not Fade. On 6th Element, released on Boysnoize Records, they've departed from the warmth of house and leant in to shades of EBM, a sound that's lately found itself back in vogue.
 On ""2231"" an arpeggiated synth lead plays over kicks and claps. On ""Runner"" that combination is more compelling, with trippy bleeps and scintillating breakbeat loops. ""6th Element"" steps back from EBM, ending up more like a functional lo-fi house track reminiscent of the duo's Anthony Fade project, albeit quicker. ""FM Expander"" takes inspiration from classic electro, dialing it down a notch with shuffling kicks and odd details. It doesn't quite hold a candle to its forebears, but that classic feeling is there.",https://www.residentadvisor.net/reviews/22015
Terrence Dixon ‎- No More Time,lower parts,LP15,Techno,December 2017,2,4.0,"With just a few elements, Terrence Dixon makes some of the most musical minimal techno out there. It's also some of the trippiest. His tracks are never straightforward, burrowing into your brain with abstract bleeps, morphing basslines and intricate drum patterns, and dazzling with delicacy rather than force. This approach makes for powerful dance floor moments, such as those his latest EP, No More Time, has offered since its December release. Its four untitled tracks are impressively varied, ranging from tribal to alien jazz, anchored to blunt kick drums that sit deep in the mix. The tracks are mostly without DJ-friendly intros and outros, which adds to their otherworldly charm.  By techno's modern standards, these tracks feel unconventional. They don't build up or down, feeling more like snippets of studio sessions than fully fleshed ideas. That doesn't make them less effective, but it means DJs will need to be smart to get the most out of them. Take the best track here, the B2. Euphoric yet utterly mind-bending, it starts abruptly, looping a cosmic bell synth and a syncopated clap pattern. It features the EP's only notable breakdown, a respite from the track's psychedelic churn. The other dance tracks—A2, A3, B1—are even more abstract, mixing gentle rhythms with hissing, jazzy melodies. Few producers appeal to the feet and mind like Terrence Dixon.",https://www.residentadvisor.net/reviews/22029
Organ Tapes - Into One Name,Genome6.66Mbp,GNM005,"Experimental Club, Hip-Hop, Pop",December 2017,Post a comment,4.2,"Emo was everywhere in 2017. Pivotal bands reunited, new outfits formed and a generation of hip-hop artists raised on the style brought it to rap music. Emo is also appearing in dance music, thanks to artists such as Organ Tapes. Through crews like Bala Club and Tobago Tracks, Tim Zha has close connections to the experimental club scene, but he makes bedroom hip-hop with sing-songy mumbles that should be familiar to anyone who had a downtrodden teenage phase.
 If there's anything that Zha shares with emo rappers like Lil Uzi Vert and Lil Peep, it's the ability to make music that feels both DIY and polished. His autotuned mushmouth means that only half of his lyrics are intelligible, but his melodies drip with feeling. You don't have to understand everything on ""Di Qiu,"" which features the sound of something like a Mellotron, nor do you need to decipher the lyrics on the tropical ""Li Bu Kai.""
 Zha's production on Into One Name is laced with intricate details. He embeds the infamous beat to Clipse's ""Grindin"" into guitar-based emo on ""New,"" while ""Something"" uses a bit-crushed synth that'll take you right back to 2001, dreaming of Evan and Chan. Even the opener, ""Rust,"" essentially just piano and acoustic guitar, carries a certain majesty despite Zha sounding drunk, barely enunciating his words. Sounding tossed-off yet profound is Into One Name's greatest triumph. On the upbeat closer, ""Streets,"" Zha rides the broken beat like waves, coming off somewhere between a rapper and an R&B singer. It's hard to pin down what Zha is—singer-songwriter, rapper, producer, emo raconteur? He's maybe all of those and none of those.",https://www.residentadvisor.net/reviews/22012
Cassy & Demuir - Please Me (Fred P Reshape Project),Kwench Records,KWR002,House,December 2017,Post a comment,3.7,"In the run-up to the November launch of Cassy's new label, Kwench Records, a press release outlined its manifesto: ""Two or more artists will collaborate on an EP of original material, with a further artist joining the package on remix duty."" It didn't take long for things to move off-script—the debut 12-inch, Cassy & Demuir's Please Me, didn't include any remixes. Instead, the label announced Please Me (Fred P Reshape Project), a separate EP that was given its own release after Cassy couldn't choose between the New Yorker's submissions. Listening to the three tracks, it was a smart move.  Cassy's decision was possibly made harder (or easier?) by how varied the remixes are. That said, though they barely resemble the jacking electroid original, all three could work in the club, albeit at different points of the night. The ""Journey Mix,"" the longest and best cut, is for early mornings and weary legs, its earthy percussion, silky synths and languid, winding groove urging you to plant your feet and gently sway.
 Tighter and with a snapping pulse, the ""Fixation Mix"" is more direct, the kind of track Fred P might use to bridge the gap between dreamier fare and a low-slung '90s gem. The ""Broken Vibes Mix,"" a lopsided roller punctuated by what sounds like stars cascading from the sky, makes canny use of Cassy's vocals, dicing and splicing them for added feeling. Its serene vibe feels suited to an early evening warm-up slot, though as Cassy's recent XLR8R podcast showed, in the right hands it can also make for a classy final tune.",https://www.residentadvisor.net/reviews/22013
Ozo - Anambra,Isle Of Jura,ISLE004,Disco,December 2017,2,3.9,"Buddhism first surfaced in Western rock, pop and jazz in the late '60s. In 1967, David Bowie released ""Silly Boy Blue,"" singing about reincarnation and ""yak butter statues."" Pharoah Sanders called his 1969 album Karma. By the early '70s, Herbie Hancock and Wayne Shorter were practicing Buddhists. The psych-rock band Gong took the faith less seriously, but their Radio Gnome Invisible albums allude to various Buddhist tenets. John Lennon summed up this enthusiasm with what for Buddhists must have seemed a bullish turn of phrase: ""Instant karma's gonna get you / gonna knock you off your feet!""  It's hard to say how fresh Ozo's ""Listen To The Buddha,"" a minor hit from the band's debut LP, might've felt by 1976, but neither its reggae rock nor its spiritual messages was subtly delivered. (The band performed the song on TV alongside a large Buddha statue.) ""Anambra,"" released on the same album and reissued here by Isle Of Jura, is far better. Its lovely vocal harmonies soar over tambourines, church bells, flutes and nyabinghi drumming, a steady, hypnotic rhythm pioneered by the Rastafarian band leader Count Ossie.
 In the song's second half, you can hear Ozo's cofounder Keni St. George chanting a Sanskrit Buddhist mantra: ""Om mani padme hum."" It's easy to imagine how transcendent this all might've felt at The Loft, where David Mancuso apparently closed some sets with ""Anambra."" ""Anambra River,"" first released in the early '80s, is a busier mix—the bells and vibraphones are brighter, the chant more insistent. It's a fine version, but it's no match for the serenely rousing original.",https://www.residentadvisor.net/reviews/22011
Talker - Battle Standards Remixes,Standards &amp; Practices,STANDPRAC03,Techno,November 2017,2,3.8,"Brian Kolada once called Karl Meier's credentials ""impeccable,"" a claim easily supported by the tracklist of Battle Standards Remixes, the third record on his label with Johnathan Krohn, Standards & Practices. To rework their recent EP as Talker, Meier and Krohn called in an impressive cast of artists—namely Surgeon, Broken English Club and Regis, with whom they have a particularly close history (Talker has released music on Downwards, and Meier once spent a year in the UK working at Regis's distribution company, Integrale Muzique). The result is a dynamic EP that shows some of techno's most influential artists in fine form.  Talker's ""Battle Standard"" is a rumbling bit of industrial techno with just the right balance of grit and atmosphere. Surgeon's remix is more ruthless, trading the original's cavernous atmosphere for a denser, noisier mix. Regis, ever the groove architect, reshapes the track into something nimble and almost breaky, building a fearsome momentum behind its leaden kick. Oliver Ho reimagines the stuttering rhythm of ""Snub Nose"" as a post-punk beat, then completes the picture with a distorted bass guitar, wailing feedback and Alan Vega-style vocals—a well-executed curveball. Also included is ""My Favorite Color Is Gold,"" a sinister abyss of ambient noise that originally appeared on the 2015 Downwards compilation The Immortal Eye. Be it the founders or their friends, Standards & Practices have some extraordinary talents at their disposal.",https://www.residentadvisor.net/reviews/22009
The Persuader & Nima Khak ‎- Aftermath,Stockholm LTD,STHLMLTD048,Techno,December 2017,Post a comment,3.4,"There a housey bounce to Jesper Dahlbäck's modern productions even though he said goodbye to the style years ago. Compared to the barrelling techno he makes now, his time spent as one of the Lords Of Svek across the late '90s and early '00s was especially sunny, with tribal-tinged grooves and hazy atmospheres. Every now and then one of Dahlbäck's techno tracks recall the slinky grooves of that era, the latest being ""System Penetration 100"" from his new Aftermath collaboration with Nima Khak. It's a straight-up techno tune, but its sparse arrangement and bubbling synth give it the dead-eye groove of an ethereal '90s tech house bomb. That said, that bludgeoning kick drum and sub-bass are the kind of things only techno DJs will get to unleash on a dance floor.  The EP's other tracks are more abrasive. ""Shameless Intrusion"" has a cosmic atmosphere similar to ""System Penetration 100"" but with a grainy sheen. A lively acid line and beefed-up kick makes the second half vaguely euphoric before the ambient outro brings it home. The kick-free ""Aftermath"" is a handy option for DJs opening a party, the ambient equivalent of a nighttime stroll through a leaking abandoned warehouse.",https://www.residentadvisor.net/reviews/22010
Jex Opolis - Human Emotion,Good Timin',GDTIMIN011,"House, Funk",December 2017,Post a comment,4.1,"On his latest EP, Jered Stuffco invites a distracted lover—""never mind what's on TV,"" he pleads on the title track—to feel some ""human emotion."" If the musical range here is anything to go by, Stuffco is in close touch with his own. Its tracks draw from funk, disco, soft rock and R&B with a suaveness that recalls Metro Area. Stuffco is smooth, but not coolly so—on ""Human Emotion""'s vocal and dub versions, he sings like a puppyish Michael McDonald.  Human Emotion's instruments are equally expressive. In fact, Stuffco's musicianship has rarely felt as rich as it does here. On many of his previous tracks, the leads were usually the focal points, with tracky rhythms and harmonies in supporting roles. By contrast, every part of ""Fifth Wind"" draws the ear. Sighing vocal synths, electric piano and springy basslines echo the upwardly mobile utopia of Japanese City Pop, and a melodious 303 whistles along. The B-side tracks also impress. On ""Botanico,"" vocal harmonies glide above vibraphones and organs, with another great bassline underneath. Glistening electric piano chords set the tone on the New York house-evoking ""Infinity Room,"" whose keys roam as freely as the title suggests.",https://www.residentadvisor.net/reviews/22008
LNS & DJ Sotofett - Blot,Wania,WANIATRE3,"House, Techno, Ambient",December 2017,1,3.5,"For such a singular and eccentric artist, DJ Sotofett has always worked well with others—consider the raft of collaborators on his first LP, the live band on this year's Twotinos, or the countless producers he's teamed up with over the years on Sex Tags Mania and its various offshoots. Lately, his most common coproducer has been Laura Sparrow, the Vancouver artist better known as LNS. Following an EP on Freakout Cult (the label run by Jayda G and Sotofett's brother, Fett Burger), Sparrow teamed up with the Sex Tags founder last year for a twinkling ambient cut called ""Soft Peak Mix."" They've made a habit of it since then, knocking out three more EPs released as a series on Wania, culminating in December with Blot.  Blot presents one track in three versions, all of which, according to the record's credits, show the two artists working together but with distinct roles: Sotofett on drum programming, Sparrow on keys. This is easy to hear in the music. Thudding away at north of 130 BPM, the blunt drums echo Sotofett's memorably titled Philip Sherburne, Your Word Should Be Worth More Than The Ignorance Of Pitchfork, while ""Blot (Extended Mix)"" and the ambient ""Fuge Mix"" have the richly cosmic chords and melodies that seem to be LNS's calling card—the mournful synths, falling slowly like flares in the distance, are this record's single best detail. If those two are about atmosphere, the ""Techno Mix"" is all impact, adding a thick bassline and the occasional drum fill to Sotofett's airless drum arrangement. It's a fierce and effective club cut, but the synths on the B-side, as somber as they are sci-fi, are what bring this record to life.",https://www.residentadvisor.net/reviews/22007
